"","collectionCode","catalogNumber","animal_id","scientificName","commonName","dateLastModified","glatos_array","station","receiver_sn","bottomDepth","receiverDepth","transmitter_id","transmitter_codespace","sensorName","sensorRaw","sensorType","sensor_value","sensor_unit","detection_timestamp_utc","uncorrectedDateCollectedUTC","deploy_long","deploy_lat","geodeticDatum","geometry","localArea","citation","unqDetecID","contactPOC","contactPI","min_lag","passed_filter","is_singleton","dist_m","time_diff_s","calc_velocity","fast_move"
"1","OTN.SABMPA","SABMPA-MPA-SAB-0008","SABMPA-MPA-SAB-0008","Anarhichas lupus","Atlantic striped wolffish","2017-11-10","OTN.GDL","GDL-WG-72_201707-36571","450156",NA,NA,"A69-1601-57332","A69-1601",NA,NA,"pinger",NA,NA,2017-06-21 02:00:37,"2017-06-21 02:00:37",-59.169,46.03004,"EPSG:4326","0101000020E61000001283C0CAA1954DC032C9C859D8034740","SCOTIAN SHELF","Davis, R.F., Hebert, D., Pye, J. 2011. Slocum glider operations in support of OTN tracking and oceanographic research.","GDL-A69-1601-57332-36571","Adam Comeau (ajcomeau@dal.ca)","Richard Davis (richard.davis@dal.ca), Dave Hebert (david.hebert@dfo-mpo.gc.ca)",156,1,FALSE,NA,NA,NA,FALSE
"2","OTN.SABMPA","SABMPA-MPA-SAB-0008","SABMPA-MPA-SAB-0008","Anarhichas lupus","Atlantic striped wolffish","2017-11-10","OTN.GDL","GDL-WG-72_201707-37478","1188740",NA,NA,"A69-1601-57332","A69-1601",NA,NA,"pinger",NA,NA,2017-06-21 02:01:14,"2017-06-21 02:01:14",-59.16842,46.03005,"EPSG:4326","0101000020E610000004FF5BC98E954DC0569FABADD8034740","SCOTIAN SHELF","Davis, R.F., Hebert, D., Pye, J. 2011. Slocum glider operations in support of OTN tracking and oceanographic research.","GDL-A69-1601-57332-37478","Adam Comeau (ajcomeau@dal.ca)","Richard Davis (richard.davis@dal.ca), Dave Hebert (david.hebert@dfo-mpo.gc.ca)",156,1,FALSE,44.8402885461184,37,1.21189969043563,FALSE
"3","OTN.SABMPA","SABMPA-MPA-SAB-0008","SABMPA-MPA-SAB-0008","Anarhichas lupus","Atlantic striped wolffish","2017-11-10","OTN.GDL","GDL-WG-72_201707-36432","450156",NA,NA,"A69-1601-57332","A69-1601",NA,NA,"pinger",NA,NA,2017-06-21 02:03:13,"2017-06-21 02:03:13",-59.1666,46.03008,"EPSG:4326","0101000020E6100000BEC1172653954DC0C02154A9D9034740","SCOTIAN SHELF","Davis, R.F., Hebert, D., Pye, J. 2011. Slocum glider operations in support of OTN tracking and oceanographic research.","GDL-A69-1601-57332-36432","Adam Comeau (ajcomeau@dal.ca)","Richard Davis (richard.davis@dal.ca), Dave Hebert (david.hebert@dfo-mpo.gc.ca)",156,1,FALSE,140.70195401168,119,1.18236936144269,FALSE
"4","OTN.SABMPA","SABMPA-MPA-SAB-0008","SABMPA-MPA-SAB-0008","Anarhichas lupus","Atlantic striped wolffish","2017-11-10","OTN.GDL","GDL-WG-72_201707-37344","1188740",NA,NA,"A69-1601-57332","A69-1601",NA,NA,"pinger",NA,NA,2017-06-21 02:03:50,"2017-06-21 02:03:50",-59.16604,46.03009,"EPSG:4326","0101000020E6100000F7E978CC40954DC0E4F736FDD9034740","SCOTIAN SHELF","Davis, R.F., Hebert, D., Pye, J. 2011. Slocum glider operations in support of OTN tracking and oceanographic research.","GDL-A69-1601-57332-37344","Adam Comeau (ajcomeau@dal.ca)","Richard Davis (richard.davis@dal.ca), Dave Hebert (david.hebert@dfo-mpo.gc.ca)",156,1,FALSE,43.2950103570598,37,1.17013541505567,FALSE
"5","OTN.SABMPA","SABMPA-MPA-SAB-0008","SABMPA-MPA-SAB-0008","Anarhichas lupus","Atlantic striped wolffish","2019-05-31","OTN.GDL","GDL-WG-91_92_2018-40675","250003",NA,NA,"A69-1601-57332","A69-1601",NA,NA,"pinger",NA,NA,2018-10-30 00:03:13,"2018-10-30 00:03:13",-59.17616,46.02588,"EPSG:4326","0101000020E6100000836E2F698C964DC06CCF2C0950034740","SCOTIAN SHELF","Davis, R.F., Hebert, D., Pye, J. 2011. Slocum glider operations in support of OTN tracking and oceanographic research.","GDL-A69-1601-57332-40675","Adam Comeau (ajcomeau@dal.ca)","Richard Davis (richard.davis@dal.ca), Dave Hebert (david.hebert@dfo-mpo.gc.ca)",238,1,FALSE,911.829652845719,42847163,2.12809807931909e-05,FALSE
"6","OTN.SABMPA","SABMPA-MPA-SAB-0008","SABMPA-MPA-SAB-0008","Anarhichas lupus","Atlantic striped wolffish","2019-05-31","OTN.GDL","GDL-WG-91_92_2018-40717","250003",NA,NA,"A69-1601-57332","A69-1601",NA,NA,"pinger",NA,NA,2018-10-30 00:07:11,"2018-10-30 00:07:11",-59.17452,46.02583,"EPSG:4326","0101000020E6100000BC3FDEAB56964DC0BAA0BE654E034740","SCOTIAN SHELF","Davis, R.F., Hebert, D., Pye, J. 2011. Slocum glider operations in support of OTN tracking and oceanographic research.","GDL-A69-1601-57332-40717","Adam Comeau (ajcomeau@dal.ca)","Richard Davis (richard.davis@dal.ca), Dave Hebert (david.hebert@dfo-mpo.gc.ca)",91,1,FALSE,126.882452738391,238,0.533119549320971,FALSE
"7","OTN.SABMPA","SABMPA-MPA-SAB-0008","SABMPA-MPA-SAB-0008","Anarhichas lupus","Atlantic striped wolffish","2019-05-31","OTN.GDL","GDL-WG-91_92_2018-40743","250003",NA,NA,"A69-1601-57332","A69-1601",NA,NA,"pinger",NA,NA,2018-10-30 00:08:42,"2018-10-30 00:08:42",-59.17399,46.02589,"EPSG:4326","0101000020E610000060EAE74D45964DC08FA50F5D50034740","SCOTIAN SHELF","Davis, R.F., Hebert, D., Pye, J. 2011. Slocum glider operations in support of OTN tracking and oceanographic research.","GDL-A69-1601-57332-40743","Adam Comeau (ajcomeau@dal.ca)","Richard Davis (richard.davis@dal.ca), Dave Hebert (david.hebert@dfo-mpo.gc.ca)",91,1,FALSE,41.5061499396096,91,0.456111537797907,FALSE
"8","OTN.SABMPA","SABMPA-MPA-SAB-0008","SABMPA-MPA-SAB-0008","Anarhichas lupus","Atlantic striped wolffish","2019-05-31","OTN.GDL","GDL-WG-91_92_2018-40682","250003",NA,NA,"A69-1601-57332","A69-1601",NA,NA,"pinger",NA,NA,2018-10-30 00:10:40,"2018-10-30 00:10:40",-59.17336,46.02602,"EPSG:4326","0101000020E6100000A03715A930964DC05E85949F54034740","SCOTIAN SHELF","Davis, R.F., Hebert, D., Pye, J. 2011. Slocum glider operations in support of OTN tracking and oceanographic research.","GDL-A69-1601-57332-40682","Adam Comeau (ajcomeau@dal.ca)","Richard Davis (richard.davis@dal.ca), Dave Hebert (david.hebert@dfo-mpo.gc.ca)",118,1,FALSE,50.7993310185172,118,0.430502805241672,FALSE
"9","OTN.SABMPA","SABMPA-MPA-SAB-0008","SABMPA-MPA-SAB-0008","Anarhichas lupus","Atlantic striped wolffish","2019-05-31","OTN.GDL","GDL-WG-91_92_2018-40716","250003",NA,NA,"A69-1601-57332","A69-1601",NA,NA,"pinger",NA,NA,2018-10-30 00:16:10,"2018-10-30 00:16:10",-59.17161,46.02639,"EPSG:4326","0101000020E610000052D50451F7954DC081785DBF60034740","SCOTIAN SHELF","Davis, R.F., Hebert, D., Pye, J. 2011. Slocum glider operations in support of OTN tracking and oceanographic research.","GDL-A69-1601-57332-40716","Adam Comeau (ajcomeau@dal.ca)","Richard Davis (richard.davis@dal.ca), Dave Hebert (david.hebert@dfo-mpo.gc.ca)",330,1,FALSE,141.393736203534,330,0.428465867283437,FALSE
"10","OTN.SABMPA","SABMPA-MPA-SAB-0008","SABMPA-MPA-SAB-0008","Anarhichas lupus","Atlantic striped wolffish","2019-12-19","OTN.GDL","GDL-WG-106_20191120-315177","450156",NA,NA,"A69-1601-57332","A69-1601",NA,NA,"pinger",NA,NA,2019-11-02 19:59:42,"2019-11-02 19:59:42",-59.17,46.02942,"EPSG:4326","0101000020E6100000F6285C8FC2954DC096ECD808C4034740","SCOTIAN SHELF","Davis, R.F., Hebert, D., Pye, J. 2011. Slocum glider operations in support of OTN tracking and oceanographic research.","GDL-A69-1601-57332-315177","Adam Comeau (ajcomeau@dal.ca)","Richard Davis (richard.davis@dal.ca), Dave Hebert (david.hebert@dfo-mpo.gc.ca)",137,1,FALSE,359.519852240914,31866212,1.12821647028807e-05,FALSE
